,hometown,longitude,latitude
510,"Havana, Cuba",-82.388557,23.1168
511,"Havre De Grace, MD, USA",-76.091617,39.5492792
512,"Havre, MT, USA",-109.6840887,48.549999
513,"Hazard, KY, USA",-83.1932284,37.24954
514,"He Shan, China",118.3511602,31.7420503
515,"Heacham, United Kingdom",0.49251,52.907743
516,"Hebei, China",114.468665,38.037057
517,"Heidelburg, Germany",8.6724335,49.3987524
518,"Helsinki, Finland",24.9410248,60.1733244
519,"Hempstead, NY, USA",-73.6187397,40.7062128
520,"Henderson, KY, USA",-87.5900134,37.8361538
521,"Henderson, NC, USA",-78.3991638,36.3295905
522,"Henrico Valley, VA, USA",-77.54685,37.594117
523,"Henshaw, KY, USA",-88.0555849,37.6217133
524,"Herceg Novi, Montenegro",18.53145,42.45295
525,"Herleton, TX, USA",-94.5746473,32.6765306
526,"Hershey, PA, USA",-76.6502468,40.2859239
527,"Hibbing, MN, USA",-92.9376887,47.4271546
528,"Hickory, NC, USA",-81.3411974,35.7331878
529,"Hicksville, NY, USA",-73.5251253,40.7684331
530,"Hico, LA, USA",-92.7118206,32.7444571
531,"Highland Park, MI, USA",-83.096868,42.4055925
532,"Hill City, MN, USA",-93.5985615,46.9932846
533,"Hillister, TX, USA",-94.3813066,30.6677037
534,"Hillsboro, TX, USA",-97.1300061,32.0109886
535,"Hillsdale, WY, USA",-104.4784222,41.2115335
536,"Hilo, HI, USA",-155.09,19.7297222
537,"Hobbs, NM, USA",-103.1360403,32.7026116
538,"Hoboken, NJ, USA",-74.0323626,40.7439905
539,"Hogansville, GA, USA",-84.914936,33.1731769
540,"Hoke, NC, USA",-79.2451149,35.0432488
541,"Holland, PA, USA",-74.9722322,40.2010288
542,"Hollis, OK, USA",-99.9120456,34.6883948
543,"Hollywood, CA, USA",-118.3286614,34.0928092
544,"Hollywood, FL, USA",-80.1494901,26.0112014
545,"Holon, Israel",34.787384,32.015833
546,"Homer, LA, USA",-93.055718,32.7918133
547,"Hope Forest, Australia",138.619972,-35.2786273
548,"Hopkins, SC, USA",-80.8770342,33.9043212
549,"Hopkinsville, KY, USA",-87.4886186,36.8656008
550,"Horse Cave, KY, USA",-85.9069175,37.179496
551,"Houston, MS, USA",-88.9992267,33.8984461
552,"Houston, TX, USA",-95.3693896,29.7601927
553,"Huntingburg, IN, USA",-86.9549971,38.2989422
554,"Huntington Beach, CA, USA",-117.9992265,33.660297
555,"Huntington Station, NY, USA",-73.4115091,40.8534318
556,"Huntington, NY, USA",-73.425676,40.8681539
557,"Huntington, WV, USA",-82.445154,38.4192496
558,"Huntsville, AL, USA",-86.5861037,34.7303688
559,"Hyattsville, MD, USA",-76.9455301,38.9559442
560,"Ibadan, Nigeria",3.9166667,7.3963889
561,"Independence, KS, USA",-95.7083131,37.2242358
562,"Independence, MO, USA",-94.4155068,39.0911161
563,"Indianaola, MS, USA",-90.6550917,33.4509513
564,"Indianapolis, IN, USA",-86.158068,39.768403
565,"Inglewood, CA, USA",-118.3531311,33.9616801
566,"Inkster, MI, USA",-83.3099303,42.2942045
567,"Iowa City, IA, USA",-91.5301683,41.6611277
568,"Iowa, LA, USA",-93.0137611,30.2368739
569,"Ironton, MO, USA",-90.6273444,37.5972724
570,"Ironton, OH, USA",-82.6829406,38.5367471
571,"Irvine, CA, USA",-117.7946942,33.6839473
572,"Islip, NY, USA",-73.2103934,40.7298207
573,"Istanbul, Turkey",28.97696,41.00527
574,"Ithaca, NY, USA",-76.5018807,42.4439614
575,"Izhevsk, Russia",53.1833333,56.8333333
576,"Jackson, MI, USA",-84.4013462,42.245869
577,"Jackson, MS, USA",-90.1848103,32.2987573
578,"Jackson, TN, USA",-88.8139469,35.6145169
579,"Jacksonville, FL, USA",-81.655651,30.3321838
580,"Jamaica, NY, USA",-73.7889689,40.702677
581,"Jamestown, OH, USA",-83.7349236,39.6581163
582,"Janesville, WI, USA",-89.0187222,42.6827885
583,"Jasper, FL, USA",-82.94819,30.5182727
584,"Jasper, TX, USA",-93.9965759,30.9201995
585,"Jersey City, NJ, USA",-74.0776417,40.7281575
586,"Johannesburg, South Africa",28.0473051,-26.2041028
587,"Johnstown, PA, USA",-78.9219698,40.3267407
588,"Joinville, Brazil",-48.8460931,-26.3050883
589,"Joliet, IL, USA",-88.0817251,41.525031
590,"Jonesboro, AR, USA",-90.704279,35.8422967
591,"Jonesboro, GA, USA",-84.3538128,33.5215013
592,"Jonesboro, LA, USA",-92.7159853,32.2412672
593,"Jonesville, NC, USA",-80.8445152,36.2393013
594,"Juiz de Forz, Brazil",-43.3488245,-21.7650083
595,"Junction City, KS, USA",-96.8313978,39.0286093
596,"Kaduna, Nigeria",7.4333333,10.5166667
597,"Kalamazoo, MI, USA",-85.5872286,42.2917069
598,"Kankakee, IL, USA",-87.8611531,41.1200325
599,"Kano, Nigeria",8.516667,12
600,"Kansas City, KS, USA",-94.6274636,39.114053
601,"Kansas City, MO, USA",-94.5785667,39.0997265
602,"Kaohsiung, Taiwan",120.6660044,23.0108714
603,"Karapyshi, Ukraine",30.787746,49.644968
604,"Kaunas, Lithuania",23.9035416,54.8984964
605,"Kelford, NC, USA",-77.2235757,36.1796007
606,"Kelleys Island, OH, USA",-82.7101823,41.5969932
607,"Kenosha, WI, USA",-87.8211854,42.5847425
608,"Kentwood, LA, USA",-90.5089843,30.9382358
609,"Keokee, VA, USA",-82.9040517,36.8589817
610,"Kettering, OH, USA",-84.1688274,39.6895036
611,"Kew Gardens, NY, USA",-73.8272029,40.705695
612,"Kewanee, IL, USA",-89.9248303,41.2455927
613,"Key West, FL, USA",-81.7799871,24.5550593
614,"Kiev, Ukraine",30.5234,50.4501
615,"Kiln, MS, USA",-89.4350519,30.4090829
616,"King, NC, USA",-80.3592197,36.2806939
617,"Kings Mountain, NC, USA",-81.3411942,35.2451342
618,"Kingston, Jamaica",-76.7920089,17.992731
619,"Kingston, PA, USA",-75.8968635,41.2617481
620,"Kinna, Sweden",12.6941321,57.50984
621,"Kinshasa, Democratic Republic of the Congo",15.3138889,-4.3316667
622,"Kinston, NC, USA",-77.5816353,35.2626635
623,"Kirksville, MO, USA",-92.5832496,40.1947539
624,"Klaipeda, Lithuania",21.1352189,55.7126216
625,"Knoxville, AL, USA",-87.7905674,32.9923471
626,"Knoxville, TN, USA",-83.9207392,35.9606384
627,"Kohler, WI, USA",-87.7817541,43.7391616
628,"Kokomo, IN, USA",-86.1336033,40.486427
629,"Kosciusko, MS, USA",-89.5875764,33.0576295
630,"Kraljevo, Serbia",20.686975,43.72342
631,"Kranj, Slovenia",14.3555417,46.2428344
632,"La Mesa, CA, USA",-117.0230839,32.7678287
633,"La Porte, IN, USA",-86.7227195,41.611143
634,"Lacrosse, WI, USA",-91.2395807,43.8013556
635,"Lafayette, LA, USA",-92.0198427,30.2240897
636,"Lagos, Nigeria",3.417977,6.441158
637,"LaGrange, GA, USA",-85.0322444,33.0362218
638,"LaGrange, IL, USA",-89.4174641,38.9653588
639,"Laguna, CA, USA",-121.4275,38.4238889
640,"LaJolla, CA, USA",-117.27333,32.84722
641,"Lake Charles, LA, USA",-93.2173758,30.2265949
642,"Lake City, MN, USA",-92.2666914,44.4492982
643,"Lake Wales, FL, USA",-81.5859099,27.9014133
644,"Lakeland, FL, USA",-81.9498042,28.0394654
645,"Lakeport, CA, USA",-122.9158293,39.0429506
646,"Lakewood, CA, USA",-118.1339563,33.8536269
647,"Lakewood, NJ, USA",-74.2097014,40.082129
648,"Lancaster, OH, USA",-82.5993294,39.7136754
649,"Lander, WY, USA",-108.7306725,42.833014
650,"Landstuhl, Germany",7.5709052,49.4141464
651,"Lansing, MI, USA",-84.5555347,42.732535
652,"LaPorte, IN, USA",-86.7227195,41.611143
653,"Larissa, Greece",22.4191254,39.6390224
654,"LaRomana, Dominican Republic",-68.97,18.43
655,"Las Varillas, Argentina",-64.2968826,-31.3254051
656,"Las Vegas, NV, USA",-115.172816,36.114646
657,"Lauderdale Lakes, FL, USA",-80.2083806,26.1664736
658,"Laurel, MS, USA",-89.1306124,31.6940509
659,"Lawrence, KS, USA",-95.2352501,38.9716689
660,"Lawrenceburg, KY, USA",-84.8966171,38.0372967
661,"Lawton, OK, USA",-98.3959291,34.6035669
662,"Le Robert, Martinique",-60.9403,14.6792
663,"Leavenworth, KS, USA",-94.9224637,39.3111112
664,"Lebanon, IN, USA",-86.4691677,40.0483744
665,"Lebanon, OH, USA",-84.2029922,39.4353373
666,"Lebanon, PA, USA",-76.4113497,40.3409251
667,"Lee's Creek, OH, USA",-83.6493661,39.4200624
668,"Leeds, AL, USA",-86.5444288,33.5481597
669,"Leesburg, FL, USA",-81.8778582,28.810823
670,"Leighton, AL, USA",-87.5289151,34.700923
671,"Lenoir County, NC, USA",-77.6077865,35.2326725
672,"Leonard, MO, USA",-92.1785134,39.8964273
673,"Les Abymes, Guadeloupe",-61.502615,16.27395
674,"Leverkusen, Germany",7.0192196,51.0459248
675,"Levice, Slovakia",18.6011482,48.2192923
676,"Levittown, PA, USA",-74.8287747,40.1551096
677,"Lewisburg, TN, USA",-86.7888887,35.4492404
678,"Lexington, KY, USA",-84.5037164,38.0405837
679,"Lexington, NC, USA",-80.2533838,35.8240265
680,"Lexington, OH, USA",-82.5823931,40.6786691
681,"Libby, MT, USA",-115.5559988,48.3882861
682,"Liberal, KS, USA",-100.920999,37.0430812
683,"Liberty, NY, USA",-74.74655,41.8012001
684,"Libertyville, IL, USA",-87.9531303,42.2830786
685,"Lima, OH, USA",-84.1052256,40.742551
686,"Lincoln, IL, USA",-89.3648183,40.1483768
687,"Lincoln, NE, USA",-96.681679,40.806862
688,"Lincolnton, NC, USA",-81.2545251,35.473745
689,"Linden, AL, USA",-87.7980665,32.3062534
690,"Linden, TN, USA",-87.8394704,35.6172917
691,"Linwood, NJ, USA",-74.5751557,39.3398382
692,"Lisieux, France",0.227849,49.145922
693,"Litchfield, CT, USA",-73.1887165,41.7472642
694,"Lithonia, GA, USA",-84.1051939,33.7123305
695,"Little Rock, AR, USA",-92.2895948,34.7464809
696,"Livingston, NJ, USA",-74.3300842,40.7862871
697,"Livingston, TX, USA",-94.9329898,30.711029
698,"Ljubljana, Slovenia",14.5080702,46.0564509
699,"Loblesville, TN, USA",-87.7839129,35.7720103
700,"Lockport, IL, USA",-88.057837,41.5894752
701,"Lockwood, NY, USA",-76.5499445,42.0911853
702,"Lodi, CA, USA",-121.2722194,38.1341477
703,"Lodz, Poland",19.4559833,51.7592485
704,"Lompoc, CA, USA",-120.4579409,34.6391501
705,"London, United Kingdom",-0.1198244,51.5112139
706,"Long Beach, CA, USA",-118.1956168,33.768321
707,"Long Branch, NJ, USA",-73.9923596,40.3042778
708,"Long Island City, NY, USA",-73.9485424,40.744679
709,"Long Island, NY, USA",-73.1349605,40.7891424
710,"Long Lake, MN, USA",-93.5716243,44.9866298
711,"Longview, TX, USA",-94.7404891,32.5007037
712,"Los Angeles, CA, USA",-118.2436849,34.0522342
713,"Los Angelse, CA, USA",-118.2436849,34.0522342
714,"Los Gatos, CA, USA",-121.9623751,37.2358078
715,"Loudeac, France",-2.752021,48.176274
716,"Louisville, KY, USA",-85.7584557,38.2526647
717,"Lowlands, NC, USA",-76.5754808,35.2737752
718,"Lubbock, TX, USA",-101.8551665,33.5778631
719,"Lubumbashi, Democratic Republic of the Congo",27.479553,-11.664677
720,"Luxembourg, Luxembourg",6.1319346,49.611621
721,"Lynn, MA, USA",-70.9494938,42.466763
722,"Lynwood, CA, USA",-118.2114603,33.930293
723,"Macon, GA, USA",-83.6324022,32.8406946
724,"Macon, MS, USA",-88.5608767,33.1054039
725,"Madison County, MS, USA",-90.0373201,32.6729459
726,"Madison, IL, USA",-90.1570536,38.6825502
727,"Madison, WI, USA",-89.4012302,43.0730517
728,"Madrid, Spain",-3.7037902,40.4167754
729,"Mahanoy City, PA, USA",-76.1416033,40.8125881
730,"Maisons Alfort, France",2.429443,48.801148
731,"Malvern, AR, USA",-92.8129462,34.3623149
732,"Mamou, LA, USA",-92.4192993,30.6338092
733,"Mandeville, Jamaica",-77.5,18.0333333
734,"Manhattan, KS, USA",-96.5716694,39.1836082
735,"Maribor, Slovenia",15.6458812,46.5546503
736,"Marietta, GA, USA",-84.5499327,33.952602
737,"Marijampole, Lithuania",23.3538599,54.5534019
738,"Marion, IN, USA",-85.6591442,40.5583739
739,"Marion, SC, USA",-79.4006069,34.178216
740,"Martins Ferry, OH, USA",-80.724526,40.0959055
741,"Martinsville, IN, USA",-86.4283279,39.4278253
742,"Maui, HI, USA",-156.3319253,20.7983626
743,"Mauldin, SC, USA",-82.310119,34.77873
744,"Mayaguez, Puerto Rico",-67.1451517,18.2013463
745,"Maysville, KY, USA",-83.744365,38.6411854
746,"Maywood, IL, USA",-87.8431155,41.8791979
747,"McComb, MS, USA",-90.4531535,31.2437872
748,"McGehee, AR, USA",-91.3945566,33.6255234
749,"McGhee, AR, USA",-91.3945566,33.6255234
750,"McIntosh, MN, USA",-95.8863401,47.6368926
751,"McKees Rocks, PA, USA",-80.0656106,40.4656244
752,"McKeesport, PA, USA",-79.864215,40.3478471
753,"McLeansboro, IL, USA",-88.5356076,38.0933811
754,"McMinnville, OR, USA",-123.1987163,45.2101162
755,"Mechanicsburg, PA, USA",-77.0085876,40.2142565
756,"Medford, OR, USA",-122.8755949,42.3265152
757,"Melbourne, Australia",144.96328,-37.814107
758,"Melbourne, FL, USA",-80.6081089,28.0836269
759,"Melrose Park, IL, USA",-87.8567276,41.9005865
760,"Melrose, MN, USA",-94.8075152,45.6746873
761,"Memphis, TN, USA",-90.0489801,35.1495343
762,"Menifee, AR, USA",-92.5540487,35.1484169
763,"Meoqui, Mexico",-105.4808081,28.2697374
764,"Merced, CA, USA",-120.4829677,37.3021632
765,"Meriden, CT, USA",-72.8070435,41.5381535
766,"Meriden, KS, USA",-95.5697001,39.1888874
767,"Meridian, MS, USA",-88.703656,32.3643098
768,"Mesa, AZ, USA",-111.8314724,33.4151843
769,"Mexico, MO, USA",-91.8829484,39.1697626
770,"Miami, FL, USA",-80.2264393,25.7889689
771,"Middleton, TN, USA",-88.8908918,35.0645319
772,"Middletown, CT, USA",-72.6506488,41.5623209
773,"Middletown, OH, USA",-84.3982763,39.5150576
774,"Midland, PA, USA",-80.4464547,40.6325655
775,"Midlothian, IL, USA",-87.7175491,41.6253116
776,"Midvale, OH, USA",-81.3731674,40.4378434
777,"Midway, KY, USA",-84.6838344,38.1509077
778,"Milan, GA, USA",-83.0626489,32.0173996
779,"Millersville, PA, USA",-76.3541274,39.9978764
780,"Millington, TN, USA",-89.8973084,35.3414744
781,"Milton, FL, USA",-87.0396881,30.6324149
782,"Milwaukee, WI, USA",-87.9064736,43.0389025
783,"Minden, LA, USA",-93.2868354,32.6154278
784,"Mineola, NY, USA",-73.6406845,40.7492678
785,"Minneapolis, MN, USA",-93.26667,44.983334
786,"Minoa, NY, USA",-76.0007529,43.0761781
787,"Minot, ND, USA",-101.2962732,48.2325095
788,"Mission Hills, CA, USA",-118.4688776,34.2722582
789,"Mississauga, Canada",-79.6441198,43.5890452
790,"Missoula, MT, USA",-114.019501,46.8605189
791,"Missouri City, TX, USA",-95.5377215,29.6185669
792,"Mitchell, SD, USA",-98.0297992,43.7094283
793,"Mobile, AL, USA",-88.1803557,30.6964406
794,"Modesto, CA, USA",-120.9968782,37.6390972
795,"Moline, IL, USA",-90.5151342,41.5067003
796,"Monaca, PA, USA",-80.2714505,40.6872885
797,"Monroe, CT, USA",-73.2073358,41.3325962
798,"Monroe, LA, USA",-92.1193012,32.5093109
799,"Monroe, WI, USA",-89.6384532,42.6011194
800,"Monrovia, CA, USA",-118.0019482,34.1442616
801,"Monterey, CA, USA",-121.8946761,36.6002378
802,"Montevideo, Uruguay",-56.1819444,-34.8836111
803,"Montgomery, AL, USA",-86.2999689,32.3668052
804,"Montgomery, WV, USA",-81.3284452,38.1803833
805,"Monticello, FL, USA",-83.8701636,30.5452022
806,"Monticello, KY, USA",-84.8491126,36.8297937
807,"Monticello, MN, USA",-93.7941378,45.3055201
808,"Monticello, MS, USA",-90.1073079,31.5537807
809,"Montreal, Canada",-73.5539925,45.5086699
810,"Morgan City, LA, USA",-91.20677,29.6993748
811,"Morganfield, KY, USA",-87.9166915,37.6833776
812,"Morgantown, WV, USA",-79.9558968,39.629526
813,"Morges, Switzerland",6.4929214,46.5152627
814,"Morristown, NJ, USA",-74.4815438,40.7967667
815,"Morrisville, PA, USA",-74.7879399,40.2114977
816,"Moscow, Russia",37.6173,55.755826
817,"Moses Lake, WA, USA",-119.2780771,47.1301417
818,"Mostar, Bosnia and Herzegovina",17.8127536,43.3422732
819,"Moultrie, GA, USA",-83.7890631,31.179908
820,"Mount Airy, MD, USA",-77.154704,39.3762145
821,"Mount Kisco, NY, USA",-73.7270761,41.2042616
822,"Mount Vernon, IL, USA",-88.9031201,38.3172714
823,"Mount Vernon, NY, USA",-73.8370786,40.9125992
824,"Mount Vernon, WA, USA",-122.3340474,48.421216
825,"Mt. Carmel, IL, USA",-87.7614174,38.4108801
826,"Mt. Juliet, TN, USA",-86.5186054,36.200055
827,"Mt. Vernon, IL, USA",-88.9031201,38.3172714
828,"Mullens, WV, USA",-81.3803804,37.5831698
829,"Muncie, IN, USA",-85.3863599,40.1933767
830,"Munich, Germany",11.576754,48.1367203
831,"Murfreesboro, NC, USA",-77.0985752,36.4423754
832,"Murphysboro, IL, USA",-89.3350888,37.7644952
833,"Murray, KY, USA",-88.314761,36.6103334
834,"Murray, UT, USA",-111.8879909,40.6668916
835,"Muskegon, MI, USA",-86.2483921,43.2341813
836,"Muskogee, OK, USA",-95.3696909,35.7478769
837,"Myrtle Beach, SC, USA",-78.8866943,33.6890603
838,"Nachitoches, LA, USA",-93.0862749,31.7607195
839,"Nacogdoches, TX, USA",-94.6554874,31.6035129
840,"Nagykanizsa, Hungary",16.9896796,46.4590218
841,"Nansemond County, VA, USA",-78.6568942,37.4315734
842,"Naperville, IL, USA",-88.1472893,41.7858629
843,"Nashville, TN, USA",-86.7833333,36.1666667
844,"Nassau, Bahamas",-77.345,25.06
845,"Natchez, MS, USA",-91.403171,31.5604442
846,"Necaise Crossing, MS, USA",-89.3787895,30.2837234
847,"Nederland, TX, USA",-93.9923965,29.9743803
848,"Neenah, WI, USA",-88.462609,44.1858193
849,"Neon, KY, USA",-82.7134905,37.1914915
850,"Neptune, NJ, USA",-74.0386271,40.2091219
851,"New Albany, MS, USA",-89.0078418,34.4942683
852,"New Bedford, MA, USA",-70.934205,41.6362152
853,"New Bern, NC, USA",-77.0441143,35.108493
854,"New Brighton, PA, USA",-80.3100627,40.7303434
855,"New Britain, CT, USA",-72.7795419,41.6612104
856,"New Brunswick, NJ, USA",-74.4518188,40.4862157
857,"New Canaan, CT, USA",-73.4948445,41.146763
858,"New Castle, IN, USA",-85.3702476,39.928935
859,"New Haven, CT, USA",-72.9278835,41.308274
860,"New Hyde Park, NY, USA",-73.6879082,40.7351018
861,"New Kensington, PA, USA",-79.7647705,40.5697892
862,"New Knoxville, OH, USA",-84.3146722,40.4936586
863,"New Orleans, LA, USA",-90.0715323,29.9510658
864,"New Rochelle, NY, USA",-73.7823549,40.9114882
865,"New Ulm, MN, USA",-94.4593018,44.3144394
866,"New York, NY, USA",-74.0059731,40.7143528
867,"Newark, NJ, USA",-74.1723667,40.735657
868,"Newark, OH, USA",-82.4012642,40.0581205
869,"Newberry, SC, USA",-81.6187178,34.2745833
870,"Newman, GA, USA",-84.7996573,33.3806716
871,"Newport News, VA, USA",-76.4730122,37.0870821
872,"Newport, KY, USA",-84.4957757,39.091449
873,"Newton Grove, NC, USA",-78.3541685,35.2451648
874,"Niagara Falls, NY, USA",-79.0377388,43.0962143
875,"Niles, IL, USA",-87.8028402,42.0189191
876,"Niles, MI, USA",-86.2541768,41.8297694
877,"Nkwere, Nigeria",7.1,5.75
878,"Norcross, GA, USA",-84.2135309,33.9412127
879,"Norfolk, VA, USA",-76.2858726,36.8507689
880,"Norkopping, Sweden",16.192421,58.587745
881,"Norristown, PA, USA",-75.3399048,40.121497
882,"North Babylon, NY, USA",-73.3217861,40.7164881
883,"North Canton, OH, USA",-81.4023356,40.875891
884,"North Hollywood, CA, USA",-118.3812562,34.187044
885,"North Little Rock, AR, USA",-92.2670941,34.769536
886,"North Providence, RI, USA",-71.4676639,41.8535518
887,"Northridge, CA, USA",-118.530123,34.2381251
888,"Norwalk, CT, USA",-73.4078968,41.1175966
889,"Novi Pazar, Serbia",20.51713,43.1428719
890,"Novi Sad, Serbia",19.851858,45.262231
891,"Novosibirsk, Russia",82.9333333,55.0166667
892,"Oak Hill, WV, USA",-81.1487135,37.9723339
893,"Oak Lawn, IL, USA",-87.7479528,41.719978
894,"Oak Park, IL, USA",-87.7845025,41.8850317
895,"Oak Ridge, TN, USA",-84.2696449,36.0103561
896,"Oakland, CA, USA",-122.2711137,37.8043637
897,"Oakwood, TX, USA",-95.8491262,31.584896
898,"Ocala, FL, USA",-82.1400923,29.1871986
899,"Oceanside, CA, USA",-117.3794834,33.1958696
900,"Odessa, Ukraine",30.7326,46.484583
901,"Ogden, UT, USA",-111.9738304,41.223
902,"Ogdensburg, NY, USA",-75.4863364,44.6942291
903,"Oklahoma City, OK, USA",-97.5164276,35.4675602
904,"Okolona, MS, USA",-88.7553293,34.001778
905,"Omaha, NE, USA",-95.9979883,41.2523634
906,"Omsk, Russia",73.3833333,54.9666667
907,"Ontario, CA, USA",-117.6508876,34.0633443
908,"Opelika, AL, USA",-85.3782795,32.6454116
909,"Orange City, IA, USA",-96.0583523,43.0072087
910,"Orange, CA, USA",-117.8531119,33.7877944
911,"Orange, NJ, USA",-74.2326478,40.7706187
912,"Orangeburg, SC, USA",-80.8556476,33.4918203
913,"Orefield, PA, USA",-75.5843529,40.6348182
914,"Orlandia, Brazil",-47.884917,-20.7197335
915,"Orlando, FL, USA",-81.3792365,28.5383355
916,"Osecola, AR, USA",-89.969532,35.7050778
917,"Osijek, Croatia",18.6955144,45.5549624
918,"Oskaloosa, IA, USA",-92.6493595,41.2916728
919,"Oslo, Norway",10.7522454,59.9138688
920,"Ostrava, Czech Republic",18.2625243,49.8209226
921,"Otterbein, IN, USA",-87.0964025,40.4905905
922,"Overland Park, KS, USA",-94.6707917,38.9822282
923,"Owatonna, MN, USA",-93.2259349,44.0855572
924,"Owen, WI, USA",-90.5643019,44.9485796
925,"Owensboro, KY, USA",-87.1111676,37.7719074
926,"Owingsville, KY, USA",-83.7640847,38.1448015
927,"Oxon Hill, MD, USA",-76.9896975,38.8034468
928,"Pahokee, FL, USA",-80.665335,26.8200607
929,"Painesville, OH, USA",-81.245657,41.7244885
930,"Paisley, United Kingdom",-4.440114,55.847258
931,"Palma de Mallorca, Spain",2.646634,39.57119
932,"Palmdale, CA, USA",-118.1164613,34.5794343
933,"Palmerton, PA, USA",-75.6101867,40.8014826
934,"Palo Alto, CA, USA",-122.1430195,37.4418834
935,"Palos Verdes, CA, USA",-118.3870173,33.7444613
936,"Panama Canal Zone, Panama",-80.782127,8.537981
937,"Panama City, FL, USA",-85.6602058,30.1588129
938,"Panama City, Panama",-79.518792,8.9942689
939,"Pardubice, Czech Republic",15.7811994,50.0343092
940,"Paris, France",2.3522219,48.856614
941,"Paris, KY, USA",-84.2529869,38.2097987
942,"Park Forest, IL, USA",-87.6744891,41.4914236
943,"Parkersburg, WV, USA",-81.5615135,39.2667418
944,"Parsons, TN, USA",-88.1267024,35.6497909
945,"Pasadena, CA, USA",-118.1445155,34.1477849
946,"Pascagoula, MS, USA",-88.5561272,30.3657552
947,"Paterson, NJ, USA",-74.171811,40.9167654
948,"Patton, AL, USA",-87.4547278,33.7006664
949,"Pawtucket, RI, USA",-71.3825558,41.878711
950,"Pearl, MS, USA",-90.1320311,32.2745912
951,"Peekskill, NY, USA",-73.9204158,41.2900939
952,"Penn Hills, PA, USA",-79.8392158,40.5011794
953,"Pensacola, FL, USA",-87.2169149,30.421309
954,"Peoria, IL, USA",-89.5889864,40.6936488
955,"Perry, AL, USA",-87.3016132,32.598888
956,"Perry, GA, USA",-83.7315723,32.4582065
957,"Perth Amboy, NJ, USA",-74.2654234,40.5067723
958,"Petersburg, IN, USA",-87.2786244,38.4919935
959,"Petersburg, VA, USA",-77.4019267,37.2279279
960,"Phenix City, AL, USA",-85.0007653,32.4709761
961,"Philadelphia, PA, USA",-75.163789,39.952335
962,"Philadelpia, PA, USA",-75.163789,39.952335
963,"Phillips, WI, USA",-90.4004296,45.6966257
964,"Phoenix, AZ, USA",-112.0740373,33.4483771
965,"Phoenix, IL, USA",-87.6347683,41.6111456
966,"Picayune, MS, USA",-89.6795084,30.5254692
967,"Pine Bluff, AR, USA",-92.0031955,34.2284312
968,"Pineville, LA, USA",-92.4343035,31.3224044
969,"Pineville, NC, USA",-80.8922957,35.0832014
970,"Pitman, NJ, USA",-75.1315651,39.732892
971,"Pittsburg, CA, USA",-121.8846806,38.0279762
972,"Pittsburg, KS, USA",-94.70496,37.410884
973,"Pittsburgh, PA, USA",-79.9958864,40.4406248
974,"Plainfield, NJ, USA",-74.4073736,40.6337136
975,"Plainsboro, NJ, USA",-74.585292,40.3382543
976,"Pleasant Grove, NC, USA",-81.5837045,35.6337415
977,"Pljevlja, Montenegro",19.36,43.36
978,"Plummerville, AR, USA",-92.6407177,35.1600836
979,"Plymouth, SC, USA",-79.9913028,32.7647388
980,"Pocatello, ID, USA",-112.4455344,42.8713032
981,"Pointe Noire, Guadeloupe",-61.7868121,16.2302234
982,"Pointe-a-Pitre, Guadeloupe",-61.5331,16.2411
983,"Pompano Beach, FL, USA",-80.1247667,26.2378597
984,"Pontiac, MI, USA",-83.2910468,42.6389216
985,"Poplar Bluff, MO, USA",-90.392888,36.7569994
986,"Pordenone, Italy",12.6551362,45.9626398
987,"Port Arthur, TX, USA",-93.939947,29.8849504
988,"Port Harcourt, Nigeria",7.005453,4.784821
989,"Port-au-Prince, Haiti",-72.336408,18.539269
990,"Port-Au-Prince, Haiti",-72.336408,18.539269
991,"Port-Gentil, Gabon",8.781655,-0.721085
992,"Portage, PA, USA",-78.672241,40.3886847
993,"Portland, OR, USA",-122.6762071,45.5234515
994,"Portland, TN, USA",-86.5163833,36.5817089
995,"Portsmouth, VA, USA",-76.2982742,36.8354258
996,"Postojna, Slovenia",14.2133245,45.7749704
997,"Postville, IA, USA",-91.5682015,43.084702
998,"Pottstown, PA, USA",-75.6496302,40.2453741
999,"Poughkeepsie, NY, USA",-73.9209701,41.7003713
1000,"Pratt, KS, USA",-98.7375911,37.6439071
1001,"Prescott, AZ, USA",-112.4685025,34.5400242
1002,"Prijepolje, Serbia",19.6425462,43.3906676
1003,"Prince George, VA, USA",-77.2856305,37.2220383
1004,"Princeton, IL, USA",-89.4648145,41.3680919
1005,"Princeton, KY, USA",-87.8819594,37.1092162
1006,"Princeton, WV, USA",-81.1025918,37.3662293
1007,"Providence, RI, USA",-71.4128343,41.8239891
1008,"Provo, UT, USA",-111.6585337,40.2338438
1009,"Puerto Plata, Dominican Republic",-70.6871091,19.7807686
1010,"Pula, Croatia",13.8495788,44.8666232
1011,"Pullman, WA, USA",-117.1796158,46.7312745
1012,"Queens Village, NY, USA",-73.7948516,40.7282239
1013,"Queens, NY, USA",-73.7948516,40.7282239
1014,"Queensbridge, NY, USA",-73.9452634,40.7558004
1015,"Quincy, IL, USA",-91.4098726,39.9356016
1016,"Quitman, MS, USA",-88.7281,32.0401499
1017,"Racine, WI, USA",-87.7828523,42.7261309
1018,"Raeford, NC, USA",-79.2241997,34.9809995
1019,"Raleigh, NC, USA",-78.6381787,35.7795897
1020,"Rancho Cucamonga, CA, USA",-117.5931084,34.1063989
