"","player_id","actual_name","twitter_handle","birthplace","position","height","height_inches","feet","inches","weight","shooting_hand","college","high_school","draft_team","draft_position","overall_pick","draft_round","round_pick","nba_debut","experience","nba_years","birthdate","birthyear","age","exact_age","birthcity","birthstate","birthcountry","high_school_location","high_school_city","high_school_state","numbers","contract_terms","teams_colors","player_url","scrape_date","high_school_longitude","high_school_latitude","birth_longitude","birth_latitude"
"96","diawbo01","Boris Babacar Diaw","@theborisdiaw","Cormeilles-en-Parisis, France","Power Forward-Shooting Guard","6'8",80,6,8,215,"Right","","","Atlanta Hawks","1st round 21st pick 21st overall",21,1,21,"10/29/03","10 years",10,"4/16/82",1982,31,"31y 0m 235d 6H 0M 0S","Cormeilles-en-Parisis","","France","","","","32;13;3;32;33","Signed July 12, 2012 for an assumed $9,202,500 for 2 years.  Player Option for 2013-14 was picked up on June 28, 2013.","poptip uni_square-color:#ffffff;background-color:#ff0000;border-color:#000000;-Atlanta Hawks, 2004-poptip uni_square-color:#ffffff;background-color:#ff0000;border-color:#000000;-Atlanta Hawks, 2005-poptip uni_square-color:#ffffff;background-color:#800080;border-color:#ff4500;-Phoenix Suns, 2006-2009-poptip uni_square-color:#ffffff;background-color:#191970;border-color:#ff4500;-Charlotte Bobcats, 2009-2012-poptip uni_square-color:#ffffff;background-color:#000000;border-color:#c0c0c0;-San Antonio Spurs, 2012-2014","http://www.basketball-reference.com/players/d/diawbo01.html","12/7/13 15:54",NA,NA,2.201292,48.973526
"97","johnswe01","Wesley JaMarr Johnson","","Corsicana, Texas","Small Forward-Shooting Guard","6'7",79,6,7,205,"Right","Syracuse University","Corsicana","Minnesota Timberwolves","1st round 4th pick 4th overall",4,1,4,"10/27/10","3 years",3,"7/11/87",1987,26,"26y 0m 149d 12H 0M 0S","Corsicana","Texas","USA","Corsicana, Texas","Corsicana","Texas","4;2;11","Signed July 15, 2013 for an assumed minimum salary for 1 year.","poptip uni_square-color:#ffffff;background-color:#00688b;border-color:#000000;-Minnesota Timberwolves, 2011-2012-poptip uni_square-color:#ffffff;background-color:#800080;border-color:#ff4500;-Phoenix Suns, 2013-poptip uni_square-color:#ffffff;background-color:#800080;border-color:#ffd700;-Los Angeles Lakers, 2014","http://www.basketball-reference.com/players/j/johnswe01.html","12/7/13 15:54",-96.4688727,32.0954304,-96.4688727,32.0954304
"98","brandel01","Elton Tyron Brand","","Cortland, New York","Power Forward-Center","6'8",80,6,8,275,"Right","Duke University","Peekskill","Chicago Bulls","1st round 1st pick 1st overall",1,1,1,"11/3/99","14 years",14,"3/11/79",1979,34,"34y 0m 271d 12H 0M 0S","Cortland","New York","USA","Peekskill, New York","Peekskill","New York","42;42;42;42;42;42","Signed July 15, 2013 for an assumed $4,000,000 for 1 year.","poptip uni_square-color:#ffffff;background-color:#ff0000;border-color:#000000;-Chicago Bulls, 2000-2001-poptip uni_square-color:#ffffff;background-color:#ff0000;border-color:#0000ff;-Los Angeles Clippers, 2002-2008-poptip uni_square-color:#ffffff;background-color:#000000;border-color:#ff0000;-Philadelphia 76ers, 2009-poptip uni_square-color:#ffffff;background-color:#ff0000;border-color:#0000ff;-Philadelphia 76ers, 2010-2012-poptip uni_square-color:#ffffff;background-color:#000080;border-color:#0000ff;-Dallas Mavericks, 2013-poptip uni_square-color:#ffffff;background-color:#000080;border-color:#ff0000;-Atlanta Hawks, 2014","http://www.basketball-reference.com/players/b/brandel01.html","12/7/13 15:54",-73.9204158,41.2900939,-76.1804843,42.6011813
"99","martica01","Cartier Alexander Martin","@CartierMartin","Crockett, Texas","Small Forward-Shooting Guard","6'7",79,6,7,220,"Right","Kansas State University","Aldine Nimitz","","",NA,NA,NA,"1/30/09","5 years",5,"11/20/84",1984,29,"29y 0m 16d 18H 0M 0S","Crockett","Texas","USA","Houston, Texas","Houston","Texas","1;20;20;20;20","Signed October 15, 2013 for an assumed minimum salary for 1 year.  2013-14 is not fully guaranteed.","poptip uni_square-color:#ffffff;background-color:#191970;border-color:#ff4500;-Charlotte Bobcats, 2009-poptip uni_square-color:#ffffff;background-color:#191970;border-color:#ff4500;-Golden State Warriors, 2010-poptip uni_square-color:#ffffff;background-color:#00688b;border-color:#000000;-Washington Wizards, 2010-2011-poptip uni_square-color:#ffffff;background-color:#ff0000;border-color:#000080;-Washington Wizards, 2012-2013-poptip uni_square-color:#ffffff;background-color:#000080;border-color:#ff0000;-Atlanta Hawks, 2014","http://www.basketball-reference.com/players/m/martica01.html","12/7/13 15:54",-95.3693896,29.7601927,-95.4566136,31.3182359
"100","evansje01","Jeremy Evans","@JeremyEvans40","Crossett, Arkansas","Small Forward-Power Forward","6'9",81,6,9,196,"Right","Western Kentucky University","Crossett","Utah Jazz","2nd round 25th pick 55th overall",55,2,25,"10/27/10","3 years",3,"10/24/87",1987,26,"26y 0m 44d 12H 0M 0S","Crossett","Arkansas","USA","Crossett, Arkansas","Crossett","Arkansas","40","Signed July 11, 2012 for an assumed $5,250,000 for 3 years.","poptip uni_square-color:#ffffff;background-color:#000080;border-color:#006400;-Utah Jazz, 2011-2014","http://www.basketball-reference.com/players/e/evansje01.html","12/7/13 15:54",-91.9612427,33.1281779,-91.9612427,33.1281779
"101","ndiayha01","Hamady Barro N'Diaye","@H55ndiaye","Dakar, Senegal","Center","7'0",84,7,0,235,"Right","Rutgers University","Stoneridge Preparatory School","Minnesota Timberwolves","2nd round 26th pick 56th overall",56,2,26,"10/28/10","2 years",2,"1/12/87",1987,26,"26y 0m 329d 12H 0M 0S","Dakar","","Senegal","Simi Valley, California","Simi Valley","California","55;55;55","Signed September 13, 2013 for an assumed minimum salary for 1 year.  Contract is not guaranteed.","poptip uni_square-color:#ffffff;background-color:#00688b;border-color:#000000;-Washington Wizards, 2011-poptip uni_square-color:#ffffff;background-color:#ff0000;border-color:#000080;-Washington Wizards, 2012-poptip uni_square-color:#ffffff;background-color:#800080;border-color:#000000;-Sacramento Kings, 2014","http://www.basketball-reference.com/players/n/ndiayha01.html","12/7/13 15:54",-118.781482,34.2694474,-17.3660286,14.7645042
"102","pressph01","Phil Pressey","","Dallas, Texas","Point Guard","5'11",71,5,11,175,"Right","University of Missouri","Episcopal School of Dallas","","",NA,NA,NA,"10/30/13","Rookie",0,"2/17/91",1991,22,"22y 0m 293d 12H 0M 0S","Dallas","Texas","USA","Dallas, Texas","Dallas","Texas","26","","poptip uni_square-color:#008000;background-color:#ffffff;border-color:#008000;-Boston Celtics, 2014","http://www.basketball-reference.com/players/p/pressph01.html","12/7/13 15:54",-96.8004511,32.7801399,-96.8004511,32.7801399
"103","aldrila01","LaMarcus Nurae Aldridge","@aldridge_12","Dallas, Texas","Power Forward-Center","6'11",83,6,11,240,"Right","University of Texas at Austin","Seagoville","Chicago Bulls","1st round 2nd pick 2nd overall",2,1,2,"11/12/06","7 years",7,"7/19/85",1985,28,"28y 0m 141d 0H 0M 0S","Dallas","Texas","USA","Seagoville, Texas","Seagoville","Texas","12","Extension signed October 22, 2009 for an assumed $62,500,000 plus incentives for 5 years starting in 2010-11.  2013-14 and 2014-15 each have up to $250,000 in unlikely incentives not included here.  2013-14 and 2014-15 each include $750,000 in likely incentives.","poptip uni_square-color:#ffffff;background-color:#000000;border-color:#ff0000;-Portland Trail Blazers, 2007-2014","http://www.basketball-reference.com/players/a/aldrila01.html","12/7/13 15:54",-96.5383228,32.6395776,-96.8004511,32.7801399
"104","milescj01","Calvin Miles Jr.","@masfresco","Dallas, Texas","Shooting Guard-Small Forward-Point Guard","6'6",78,6,6,210,"Left","","Skyline","Utah Jazz","2nd round 4th pick 34th overall",34,2,4,"11/14/05","8 years",8,"4/18/87",1987,26,"26y 0m 233d 12H 0M 0S","Dallas","Texas","USA","Dallas, Texas","Dallas","Texas","34;34;0","Signed August 8, 2012 for an assumed $4,450,000 for 2 years.  2013-14 is not guaranteed.","poptip uni_square-color:#ffffff;background-color:#000080;border-color:#6ca6cd;-Utah Jazz, 2006-2010-poptip uni_square-color:#ffffff;background-color:#000080;border-color:#006400;-Utah Jazz, 2011-2012-poptip uni_square-color:#ffffff;background-color:#8b0000;border-color:#ffd700;-Cleveland Cavaliers, 2013-2014","http://www.basketball-reference.com/players/m/milescj01.html","12/7/13 15:54",-96.8004511,32.7801399,-96.8004511,32.7801399
"105","arthuda01","Darrell Antwonne Arthur","","Dallas, Texas","Power Forward-Small Forward","6'9",81,6,9,225,"Right","University of Kansas","South Oak Cliff","New Orleans Hornets","1st round 27th pick 27th overall",27,1,27,"10/29/08","4 years",4,"3/25/88",1988,25,"25y 0m 256d 18H 0M 0S","Dallas","Texas","USA","Dallas, Texas","Dallas","Texas","00;00","Signed July 13, 2012 for an assumed $9,695,049 for 3 years.  2014-15 is a Player Option.","poptip uni_square-color:#ffffff;background-color:#191970;border-color:#6ca6cd;-Memphis Grizzlies, 2009-2013-poptip uni_square-color:#ffffff;background-color:#6ca6cd;border-color:#000080;-Denver Nuggets, 2014","http://www.basketball-reference.com/players/a/arthuda01.html","12/7/13 15:54",-96.8004511,32.7801399,-96.8004511,32.7801399
"106","boshch01","Christopher Wesson Bosh","@chrisbosh","Dallas, Texas","Center-Power Forward","6'10",82,6,10,228,"Left","Georgia Institute of Technology","Lincoln","Toronto Raptors","1st round 4th pick 4th overall",4,1,4,"10/29/03","10 years",10,"3/24/84",1984,29,"29y 0m 257d 18H 0M 0S","Dallas","Texas","USA","Dallas, Texas","Dallas","Texas","4;4;1","Signed July 9, 2010 for an assumed $109,837,500 for 6 years.  2015-16 is a Player Option.  2014-15 is an ETO.  Contract includes a 15% trade bonus.","poptip uni_square-color:#ffffff;background-color:#800080;border-color:#ff0000;-Toronto Raptors, 2004-2006-poptip uni_square-color:#ffffff;background-color:#ff0000;border-color:#000000;-Toronto Raptors, 2007-2010-poptip uni_square-color:#ffffff;background-color:#000000;border-color:#8b0000;-Miami Heat, 2011-2014","http://www.basketball-reference.com/players/b/boshch01.html","12/7/13 15:54",-96.8004511,32.7801399,-96.8004511,32.7801399
"107","thabeha01","Hasheem Thabeet","@HasheemTheDream","Dar es Salaam, Tanzania","Center","7'3",87,7,3,263,"Right","University of Connecticut","","Memphis Grizzlies","1st round 2nd pick 2nd overall",2,1,2,"10/28/09","4 years",4,"2/16/87",1987,26,"26y 0m 294d 12H 0M 0S","Dar es Salaam","","Tanzania","","","","34;32;34;34","Signed July 11, 2012 for an assumed $3,650,000 for 3 years.  2014-15 is not guaranteed.  2013-14 is partially guaranteed for $500,000.","poptip uni_square-color:#ffffff;background-color:#191970;border-color:#6ca6cd;-Memphis Grizzlies, 2010-2011-poptip uni_square-color:#ff0000;background-color:#ffffff;border-color:#ff0000;-Houston Rockets, 2011-2012-poptip uni_square-color:#ffffff;background-color:#000000;border-color:#ff0000;-Portland Trail Blazers, 2012-poptip uni_square-color:#ffffff;background-color:#009acd;border-color:#00008b;-Oklahoma City Thunder, 2013-2014","http://www.basketball-reference.com/players/t/thabeha01.html","12/7/13 15:54",NA,NA,39.269661,-6.822921
"108","coleno01","Norris Gene Cole II","","Dayton, Ohio","Point Guard","6'2",74,6,2,170,"Right","Cleveland State University","Paul Laurence Dunbar","Chicago Bulls","1st round 28th pick 28th overall",28,1,28,"12/25/11","2 years",2,"10/13/88",1988,25,"25y 0m 54d 18H 0M 0S","Dayton","Ohio","USA","Dayton, Ohio","Dayton","Ohio","30","Signed December 19, 2011.  Team Option for 2013-14 picked up on October 2, 2012.  Team Option for 2014-15 picked up on October 8, 2013.","poptip uni_square-color:#ffffff;background-color:#000000;border-color:#8b0000;-Miami Heat, 2012-2014","http://www.basketball-reference.com/players/c/coleno01.html","12/7/13 15:54",-84.1916069,39.7589478,-84.1916069,39.7589478
"109","cartevi01","Vincent Lamar Carter Jr.","","Daytona Beach, Florida","Shooting Guard-Small Forward","6'6",78,6,6,215,"Right","University of North Carolina","Mainland","Golden State Warriors","1st round 5th pick 5th overall",5,1,5,"2/5/99","15 years",15,"1/26/77",1977,36,"36y 0m 315d 0H 0M 0S","Daytona Beach","Florida","USA","Daytona Beach, Florida","Daytona Beach","Florida","15;15;15;25;25","Signed December 12, 2011 for an assumed $9,270,000 for 3 years.  Contract has a 10% trade kicker.","poptip uni_square-color:#ffffff;background-color:#800080;border-color:#ff0000;-Toronto Raptors, 1999-2005-poptip uni_square-color:#ffffff;background-color:#000080;border-color:#ff0000;-New Jersey Nets, 2005-2009-poptip uni_square-color:#ffffff;background-color:#0000ff;border-color:#000000;-Orlando Magic, 2010-2011-poptip uni_square-color:#ffffff;background-color:#800080;border-color:#ff4500;-Phoenix Suns, 2011-poptip uni_square-color:#ffffff;background-color:#000080;border-color:#0000ff;-Dallas Mavericks, 2012-2014","http://www.basketball-reference.com/players/c/cartevi01.html","12/7/13 15:54",-81.0228331,29.2108147,-81.0228331,29.2108147
"110","billuch01","Chauncey Ray Billups","","Denver, Colorado","Point Guard-Shooting Guard","6'3",75,6,3,202,"Right","University of Colorado","George Washington","Boston Celtics","1st round 3rd pick 3rd overall",3,1,3,"10/31/97","16 years",16,"9/25/76",1976,37,"37y 0m 72d 18H 0M 0S","Denver","Colorado","USA","Denver, Colorado","Denver","Colorado","4;3;4;4;1;7;1;4;1","Signed July 16, 2013 for an assumed $5,000,000 for 2 years.","poptip uni_square-color:#008000;background-color:#ffffff;border-color:#008000;-Boston Celtics, 1998-poptip uni_square-color:#ffffff;background-color:#800080;border-color:#ff0000;-Toronto Raptors, 1998-poptip uni_square-color:#ffffff;background-color:#000080;border-color:#ff0000;-Denver Nuggets, 1999-2000-poptip uni_square-color:#ffffff;background-color:#00688b;border-color:#000000;-Minnesota Timberwolves, 2001-2002-poptip uni_square-color:#ffffff;background-color:#0000ff;border-color:#ff0000;-Detroit Pistons, 2003-2014-poptip uni_square-color:#ffffff;background-color:#6ca6cd;border-color:#000080;-Denver Nuggets, 2009-poptip uni_square-color:#ffffff;background-color:#6ca6cd;border-color:#000080;-Denver Nuggets, 2010-2011-poptip uni_square-color:#ffffff;background-color:#0000ff;border-color:#ff4500;-New York Knicks, 2011-poptip uni_square-color:#ffffff;background-color:#ff0000;border-color:#0000ff;-Los Angeles Clippers, 2012-2013","http://www.basketball-reference.com/players/b/billuch01.html","12/7/13 15:54",-104.9847179,39.737567,-104.9847179,39.737567
"111","greenwi01","Willie J. Green","@Willie_Green","Detroit, Michigan","Shooting Guard","6'4",76,6,4,200,"Right","University of Detroit Mercy","Cooley","Seattle SuperSonics","2nd round 12th pick 41st overall",41,2,12,"10/28/03","10 years",10,"7/28/81",1981,32,"32y 0m 132d 0H 0M 0S","Detroit","Michigan","USA","Detroit, Michigan","Detroit","Michigan","33;33;33;33;34","Signed July 30, 2012 for an assumed $4,222,997 for 3 years.  2014-15 is not guaranteed.","poptip uni_square-color:#ffffff;background-color:#000000;border-color:#ff0000;-Philadelphia 76ers, 2004-2009-poptip uni_square-color:#ffffff;background-color:#ff0000;border-color:#0000ff;-Philadelphia 76ers, 2010-poptip uni_square-color:#ffffff;background-color:#009acd;border-color:#551a8b;-New Orleans Hornets, 2011-poptip uni_square-color:#ffffff;background-color:#000080;border-color:#ff0000;-Atlanta Hawks, 2012-poptip uni_square-color:#ffffff;background-color:#ff0000;border-color:#0000ff;-Los Angeles Clippers, 2013-2014","http://www.basketball-reference.com/players/g/greenwi01.html","12/7/13 15:54",-83.0457538,42.331427,-83.0457538,42.331427
"112","crawfjo02","Jordan Lee Crawford","@jcraw55","Detroit, Michigan","Shooting Guard","6'4",76,6,4,195,"Right","Xavier University","Communication  Media Arts","New Jersey Nets","1st round 27th pick 27th overall",27,1,27,"10/27/10","3 years",3,"10/23/88",1988,25,"25y 0m 44d 18H 0M 0S","Detroit","Michigan","USA","Chatham, Virginia","Chatham","Virginia","55;15;15;27","Signed July 9, 2010.  Team Option for 2012-13 picked up on June 19, 2011.  Team Option for 2013-14 picked up on October 19, 2012.","poptip uni_square-color:#ffffff;background-color:#000080;border-color:#ff0000;-Atlanta Hawks, 2011-poptip uni_square-color:#ffffff;background-color:#00688b;border-color:#000000;-Washington Wizards, 2011-poptip uni_square-color:#ffffff;background-color:#ff0000;border-color:#000080;-Washington Wizards, 2012-2013-poptip uni_square-color:#008000;background-color:#ffffff;border-color:#008000;-Boston Celtics, 2013-2014","http://www.basketball-reference.com/players/c/crawfjo02.html","12/7/13 15:54",-79.3980806,36.8256943,-83.0457538,42.331427
"113","kuzmiog01","Ognjen Kuzmic","","Doboj, Bosnia","Center","7'1",85,7,1,251,"Right","","","","",NA,NA,NA,"10/30/13","Rookie",0,"5/16/90",1990,23,"23y 0m 205d 6H 0M 0S","Doboj","","Bosnia","","","","1","Signed September 27, 2013 for an assumed minimum salary for 2 years.","poptip uni_square-color:#ffffff;background-color:#0000ff;border-color:#ffd700;-Golden State Warriors, 2014","http://www.basketball-reference.com/players/k/kuzmiog01.html","12/7/13 15:54",NA,NA,18.1695034,43.9870763
"114","mooreet01","E'Twaun Donte Moore","@ETwaun55","East Chicago, Indiana","Small Forward-Shooting Guard-Point Guard","6'4",76,6,4,191,"Right","Purdue University","East Chicago","Boston Celtics","2nd round 25th pick 55th overall",55,2,25,"12/25/11","2 years",2,"2/28/89",1989,24,"24y 0m 282d 0H 0M 0S","East Chicago","Indiana","USA","East Chicago, Indiana","East Chicago","Indiana","55;55","Signed September 6, 2012 for an assumed minimum salary for 2 years.","poptip uni_square-color:#008000;background-color:#ffffff;border-color:#008000;-Boston Celtics, 2012-poptip uni_square-color:#ffffff;background-color:#0000ff;border-color:#000000;-Orlando Magic, 2013-2014","http://www.basketball-reference.com/players/m/mooreet01.html","12/7/13 15:54",-87.4547635,41.6392024,-87.4547635,41.6392024
"115","udohek01","Ekpedeme Friday Udoh","@EkpeUdoh","Edmond, Oklahoma","Center-Power Forward","6'10",82,6,10,240,"Right","Baylor University","Sante Fe","Golden State Warriors","1st round 6th pick 6th overall",6,1,6,"12/10/10","3 years",3,"5/20/87",1987,26,"26y 0m 201d 12H 0M 0S","Edmond","Oklahoma","USA","Edmond, Oklahoma","Edmond","Oklahoma","20;13;5","Signed July 7, 2010.  Team Option for 2012-13 was picked up on June 29, 2011.  Team Option for 2013-14 was picked up on October 24, 2012.","poptip uni_square-color:#ffffff;background-color:#0000ff;border-color:#ffd700;-Golden State Warriors, 2011-2012-poptip uni_square-color:#ffffff;background-color:#006400;border-color:#ff0000;-Milwaukee Bucks, 2012-2013-poptip uni_square-color:#ffffff;background-color:#006400;border-color:#ff0000;-Milwaukee Bucks, 2014","http://www.basketball-reference.com/players/u/udohek01.html","12/7/13 15:54",-97.4780954,35.6528323,-97.4780954,35.6528323
"116","webstma02","Martell Webster","@MartellWebster","Edmonds, Washington","Small Forward-Shooting Guard","6'7",79,6,7,210,"Right","","Seattle Preparatory School","Portland Trail Blazers","1st round 6th pick 6th overall",6,1,6,"11/4/05","8 years",8,"12/4/86",1986,27,"27y 0m 3d 6H 0M 0S","Edmonds","Washington","USA","Seattle, Washington","Seattle","Washington","8;23;5;9","Signed July 10, 2013 for an assumed $21,990,500 for 4 years.","poptip uni_square-color:#ffffff;background-color:#000000;border-color:#ff0000;-Portland Trail Blazers, 2006-2009-poptip uni_square-color:#ffffff;background-color:#000000;border-color:#ff0000;-Portland Trail Blazers, 2010-poptip uni_square-color:#ffffff;background-color:#00688b;border-color:#000000;-Minnesota Timberwolves, 2011-2012-poptip uni_square-color:#ffffff;background-color:#ff0000;border-color:#000080;-Washington Wizards, 2013-2014","http://www.basketball-reference.com/players/w/webstma02.html","12/7/13 15:54",-122.3320708,47.6062095,-122.3773552,47.8106521
"117","anderja01","James Lee Anderson","@25_Anderson","El Dorado, Arkansas","Shooting Guard-Small Forward","6'6",78,6,6,215,"Right","Oklahoma State University","Junction City","San Antonio Spurs","1st round 20th pick 20th overall",20,1,20,"10/27/10","3 years",3,"3/25/89",1989,24,"24y 0m 257d 0H 0M 0S","El Dorado","Arkansas","USA","Junction City, Arkansas","Junction City","Arkansas","25;11;5;9","","poptip uni_square-color:#ffffff;background-color:#000000;border-color:#c0c0c0;-San Antonio Spurs, 2011-2012-poptip uni_square-color:#ffffff;background-color:#000000;border-color:#c0c0c0;-San Antonio Spurs, 2013-poptip uni_square-color:#ff0000;background-color:#ffffff;border-color:#ff0000;-Houston Rockets, 2013-poptip uni_square-color:#ffffff;background-color:#ff0000;border-color:#0000ff;-Philadelphia 76ers, 2014","http://www.basketball-reference.com/players/a/anderja01.html","12/7/13 15:54",-92.7243243,33.0162501,-92.6662674,33.20763
"118","ilyaser01","Ersan Ilyasova","","Eskisehir, Turkey","Power Forward","6'9",81,6,9,235,"Right","","","Milwaukee Bucks","2nd round 6th pick 36th overall",36,2,6,"11/1/06","5 years",5,"5/15/87",1987,26,"26y 0m 206d 12H 0M 0S","Eskisehir","","Turkey","","","","19;7","Signed July 12, 2012 for an assumed $40,000,000 for 5 years.  2016-17 is partially guaranteed for $400,000.","poptip uni_square-color:#ffffff;background-color:#006400;border-color:#ff0000;-Milwaukee Bucks, 2007-poptip uni_square-color:#ffffff;background-color:#006400;border-color:#ff0000;-Milwaukee Bucks, 2010-2014","http://www.basketball-reference.com/players/i/ilyaser01.html","12/7/13 15:54",NA,NA,30.5205556,39.7766667
"119","jonesso01","Solomon Jones III","","Eustis, Florida","Power Forward-Center","6'10",82,6,10,230,"Right","University of South Florida","Mount Dora","Atlanta Hawks","2nd round 3rd pick 33rd overall",33,2,3,"11/1/06","7 years",7,"7/16/84",1984,29,"29y 0m 143d 18H 0M 0S","Eustis","Florida","USA","Mount Dora, Florida","Mount Dora","Florida","44;44;44;21;18;54;22","Signed September 27, 2013 for an assumed minimum salary for 1 year.  Contract is not guaranteed.","poptip uni_square-color:#ffffff;background-color:#ff0000;border-color:#000000;-Atlanta Hawks, 2007-poptip uni_square-color:#ffffff;background-color:#000080;border-color:#ff0000;-Atlanta Hawks, 2008-2009-poptip uni_square-color:#ffffff;background-color:#000080;border-color:#ffd700;-Indiana Pacers, 2010-2011-poptip uni_square-color:#ffffff;background-color:#ff0000;border-color:#0000ff;-Los Angeles Clippers, 2012-poptip uni_square-color:#ffffff;background-color:#009acd;border-color:#551a8b;-New Orleans Hornets, 2012-poptip uni_square-color:#ffffff;background-color:#0000ff;border-color:#ff4500;-New York Knicks, 2013-poptip uni_square-color:#ffffff;background-color:#0000ff;border-color:#000000;-Orlando Magic, 2014","http://www.basketball-reference.com/players/j/jonesso01.html","12/7/13 15:54",-81.644519,28.8024918,-81.6853534,28.8527675
"120","freeljo01","Joel Freeland","","Farnham, United Kingdom","Power Forward-Center","6'10",82,6,10,250,"Right","","Farnham Heath End School","Portland Trail Blazers","1st round 30th pick 30th overall",30,1,30,"11/2/12","1 year",1,"2/7/87",1987,26,"26y 0m 303d 12H 0M 0S","Farnham","","United Kingdom","Farnham, United Kingdom","Farnham","United Kingdom","19","Signed July 13, 2012 for an assumed $8.925,000 for 3 years.  Signing bonus of $1,338,000 counts as $446,000 in each year of the contract.","poptip uni_square-color:#ffffff;background-color:#000000;border-color:#ff0000;-Portland Trail Blazers, 2013-2014","http://www.basketball-reference.com/players/f/freeljo01.html","12/7/13 15:54",-0.798802,51.214321,-0.798802,51.214321
"121","mcgeeja01","JaVale Lindy McGee","@JaValeMcGee34","Flint, Michigan","Center","7'0",84,7,0,237,"Right","University of Nevada, Reno","Hales Franciscan","Washington Wizards","1st round 18th pick 18th overall",18,1,18,"10/29/08","5 years",5,"1/19/88",1988,25,"25y 0m 322d 18H 0M 0S","Flint","Michigan","USA","Chicago, Illinois","Chicago","Illinois","34;34;34","Signed July 18, 2012 for an assumed $44,000,000 for 4 years.","poptip uni_square-color:#ffffff;background-color:#00688b;border-color:#000000;-Washington Wizards, 2009-2011-poptip uni_square-color:#ffffff;background-color:#ff0000;border-color:#000080;-Washington Wizards, 2012-poptip uni_square-color:#ffffff;background-color:#6ca6cd;border-color:#000080;-Denver Nuggets, 2012-2014","http://www.basketball-reference.com/players/m/mcgeeja01.html","12/7/13 15:54",-87.6297982,41.8781136,-83.6874562,43.0125274
"122","oquinky01","Kyle Brandon O'Quinn","","Flushing, New York","Center","6'10",82,6,10,240,"Right","Norfolk State University","Campus Magnet","Orlando Magic","2nd round 19th pick 49th overall",49,2,19,"11/2/12","1 year",1,"3/26/90",1990,23,"23y 0m 256d 6H 0M 0S","Flushing","New York","USA","Cambria Heights, New York","Cambria Heights","New York","2","Signed August 8, 2012 for an assumed $2,492,987 for 3 years.  2013-14 is now guaranteed.","poptip uni_square-color:#ffffff;background-color:#0000ff;border-color:#000000;-Orlando Magic, 2013-2014","http://www.basketball-reference.com/players/o/oquinky01.html","12/7/13 15:54",-73.7330753,40.692158,-73.833079,40.7674987
"123","sandela01","Larry Sanders","@LarryLuv_8","Fort Pierce, Florida","Center-Power Forward","6'11",83,6,11,235,"Right","Virginia Commonwealth University","Port St Lucie","Milwaukee Bucks","1st round 15th pick 15th overall",15,1,15,"10/27/10","3 years",3,"11/21/88",1988,25,"25y 0m 15d 18H 0M 0S","Fort Pierce","Florida","USA","Port St Lucie, Florida","Port St Lucie","Florida","8","Signed July 8, 2010.  Team Option for 2012-13 was picked up on June 29, 2011.  Team Option for 2013-14 was picked up on October 24, 2012.  Signed extension on August 20, 2013 for an assumed $44,000,000 plus incentives for 4 years starting in 2014-15.","poptip uni_square-color:#ffffff;background-color:#006400;border-color:#ff0000;-Milwaukee Bucks, 2011-2014","http://www.basketball-reference.com/players/s/sandela01.html","12/7/13 15:54",-80.355,27.2758333,-80.3256056,27.4467056
"124","jackja01","Jarrett Matthew Jack","@Jarrettjack03","Fort Washington, Maryland","Point Guard-Shooting Guard","6'3",75,6,3,202,"Right","Georgia Institute of Technology","Worcester Academy","Denver Nuggets","1st round 22nd pick 22nd overall",22,1,22,"11/2/05","8 years",8,"10/28/83",1983,30,"30y 0m 40d 12H 0M 0S","Fort Washington","Maryland","USA","Worcester, Massachusetts","Worcester","Massachusetts","1;1;1;2;2;1","Signed July 12, 2013 for an assumed $25,200,000 for 4 years.  2016-17 is partially guaranteed for $500,000.","poptip uni_square-color:#ffffff;background-color:#000000;border-color:#ff0000;-Portland Trail Blazers, 2006-2008-poptip uni_square-color:#ffffff;background-color:#000080;border-color:#ffd700;-Indiana Pacers, 2009-poptip uni_square-color:#ffffff;background-color:#ff0000;border-color:#000000;-Toronto Raptors, 2010-2011-poptip uni_square-color:#ffffff;background-color:#009acd;border-color:#551a8b;-New Orleans Hornets, 2011-2012-poptip uni_square-color:#ffffff;background-color:#0000ff;border-color:#ffd700;-Golden State Warriors, 2013-poptip uni_square-color:#ffffff;background-color:#8b0000;border-color:#ffd700;-Cleveland Cavaliers, 2014","http://www.basketball-reference.com/players/j/jackja01.html","12/7/13 15:54",-71.8022934,42.2625932,-77.0230313,38.7073379
"125","plumlmi01","Miles Christian Plumlee","@milesplumlee13","Fort Wayne, Indiana","Center","6'10",82,6,10,245,"Right","Duke University","Christ School","Indiana Pacers","1st round 26th pick 26th overall",26,1,26,"11/5/12","1 year",1,"9/1/88",1988,25,"25y 0m 96d 18H 0M 0S","Fort Wayne","Indiana","USA","Arden, North Carolina","Arden","North Carolina","13;22","Signed July 5, 2012.  Team Option for 2014-15 picked up on October 26, 2013.","poptip uni_square-color:#ffffff;background-color:#000080;border-color:#ffd700;-Indiana Pacers, 2013-poptip uni_square-color:#ffffff;background-color:#800080;border-color:#ff8c00;-Phoenix Suns, 2014","http://www.basketball-reference.com/players/p/plumlmi01.html","12/7/13 15:54",-82.5163889,35.4661111,-85.1393513,41.079273
